Order ID,Order Date,Customer ID,Product ID,Warehouse ID,Quantity,Shipping Method,Shipping Status,Delivery Date,Delivery Time,Unit Price,Revenue
O-01792,3/20/2025,C012,P002,W2,25,Air,Pending,,,,0
O-01793,1/17/2025,C066,P007,W2,96,Air,Delivered,1/23/2025,6,,0
O-01794,2/6/2025,C043,P004,W1,55,Ground,Delivered,2/12/2025,6,,0
O-01795,5/10/2025,C018,P008,W3,49,Ground,Pending,,,,0
O-01796,3/26/2025,C061,P006,W3,26,Freight,In Transit,,,,0
O-01797,6/3/2025,C081,P009,W2,22,Freight,Delivered,6/7/2025,4,,0
O-01798,5/5/2025,C023,P007,W3,39,Ground,Pending,,,,0
O-01799,6/18/2025,C035,P010,W3,42,Freight,Pending,,,,0
O-01800,4/6/2025,C050,P006,W2,10,Freight,In Transit,,,,0
O-01801,6/7/2025,C014,P001,W1,4,Freight,Delivered,6/14/2025,7,,0
O-01802,6/8/2025,C011,P002,W1,8,Freight,In Transit,,,,0
O-01803,5/24/2025,C091,P001,W1,90,Ground,In Transit,,,,0
O-01804,6/19/2025,C060,P012,W1,69,Freight,Pending,,,,0
O-01805,6/15/2025,C014,P015,W3,3,Air,Pending,,,,0
O-01806,6/8/2025,C100,P009,W2,95,Freight,In Transit,,,,0
O-01807,5/15/2025,C011,P003,W1,32,Freight,Delivered,5/18/2025,3,,0
O-01808,2/10/2025,C039,P014,W2,28,Air,Pending,,,,0
O-01809,3/27/2025,C032,P010,W3,6,Freight,Delivered,3/29/2025,2,,0
O-01810,4/19/2025,C072,P010,W1,8,Ground,In Transit,,,,0
O-01811,3/22/2025,C029,P015,W1,95,Ground,Delivered,3/28/2025,6,,0
O-01812,2/22/2025,C062,P001,W2,74,Ground,In Transit,,,,0
O-01813,1/10/2025,C031,P012,W1,64,Freight,Pending,,,,0
O-01814,2/1/2025,C040,P014,W3,23,Freight,Delivered,2/5/2025,4,,0
O-01815,3/21/2025,C091,P005,W1,14,Air,Pending,,,,0
O-01816,1/12/2025,C043,P010,W2,90,Ground,Pending,,,,0
O-01817,5/18/2025,C053,P007,W1,46,Ground,In Transit,,,,0
O-01818,5/9/2025,C093,P013,W3,39,Air,Pending,,,,0
O-01819,4/13/2025,C051,P004,W2,95,Freight,Delivered,4/17/2025,4,,0
O-01820,3/11/2025,C048,P012,W2,36,Ground,In Transit,,,,0
O-01821,1/5/2025,C041,P010,W2,69,Air,Delivered,1/10/2025,5,,0
O-01822,6/21/2025,C072,P001,W3,79,Air,Pending,,,,0
O-01823,5/23/2025,C099,P002,W3,7,Air,Delivered,5/25/2025,2,,0
O-01824,6/20/2025,C002,P008,W1,86,Ground,Delivered,6/25/2025,5,,0
O-01825,2/19/2025,C018,P002,W1,19,Ground,In Transit,,,,0
O-01826,3/11/2025,C059,P009,W3,81,Ground,Pending,,,,0
O-01827,2/4/2025,C030,P002,W3,81,Ground,Delivered,2/9/2025,5,,0
O-01828,3/7/2025,C086,P012,W2,63,Ground,In Transit,,,,0
O-01829,2/5/2025,C074,P003,W1,94,Freight,In Transit,,,,0
O-01830,3/17/2025,C051,P008,W2,21,Freight,Pending,,,,0
O-01831,2/20/2025,C078,P006,W3,64,Ground,In Transit,,,,0
O-01832,4/11/2025,C021,P005,W3,68,Ground,Delivered,4/14/2025,3,,0
O-01833,2/17/2025,C099,P007,W3,92,Freight,In Transit,,,,0
O-01834,3/8/2025,C009,P011,W2,68,Air,Pending,,,,0
O-01835,1/4/2025,C053,P012,W1,39,Air,Pending,,,,0
O-01836,6/26/2025,C056,P001,W3,31,Ground,Delivered,6/29/2025,3,,0
O-01837,2/28/2025,C049,P003,W1,52,Freight,Pending,,,,0
O-01838,1/1/2025,C098,P011,W2,13,Ground,In Transit,,,,0
O-01839,4/20/2025,C042,P010,W1,20,Air,Delivered,4/26/2025,6,,0
O-01840,3/30/2025,C026,P002,W3,7,Air,In Transit,,,,0
O-01841,6/25/2025,C057,P012,W1,10,Freight,In Transit,,,,0
O-01842,3/30/2025,C019,P005,W1,42,Ground,Pending,,,,0
O-01843,6/11/2025,C042,P011,W3,26,Freight,Delivered,6/15/2025,4,,0
O-01844,5/27/2025,C009,P013,W2,96,Freight,Delivered,5/30/2025,3,,0
O-01845,3/13/2025,C029,P007,W3,39,Freight,Delivered,3/15/2025,2,,0
O-01846,5/6/2025,C002,P004,W1,40,Air,Pending,,,,0
O-01847,5/25/2025,C075,P012,W2,31,Ground,Pending,,,,0
O-01848,5/28/2025,C010,P011,W1,77,Air,In Transit,,,,0
O-01849,1/23/2025,C063,P011,W2,60,Ground,Pending,,,,0
O-01850,5/16/2025,C064,P004,W1,12,Air,Pending,,,,0
O-01851,1/28/2025,C005,P005,W2,48,Air,Delivered,1/31/2025,3,,0
O-01852,3/9/2025,C012,P006,W1,9,Freight,In Transit,,,,0
O-01853,4/24/2025,C050,P005,W2,57,Freight,In Transit,,,,0
O-01854,5/19/2025,C045,P010,W2,73,Air,Pending,,,,0
O-01855,4/11/2025,C065,P010,W3,26,Air,Pending,,,,0
O-01856,4/6/2025,C020,P002,W3,22,Freight,In Transit,,,,0
O-01857,5/9/2025,C074,P012,W1,38,Ground,In Transit,,,,0
O-01858,3/19/2025,C035,P004,W1,22,Freight,Delivered,3/25/2025,6,,0
O-01859,4/1/2025,C030,P014,W1,7,Ground,Delivered,4/7/2025,6,,0
O-01860,1/6/2025,C032,P007,W2,83,Freight,In Transit,,,,0
O-01861,6/26/2025,C016,P007,W2,10,Freight,Pending,,,,0
O-01862,6/3/2025,C057,P003,W3,64,Freight,In Transit,,,,0
O-01863,3/31/2025,C036,P009,W2,8,Ground,Delivered,4/2/2025,2,,0
O-01864,6/4/2025,C075,P001,W1,98,Ground,Pending,,,,0
O-01865,1/13/2025,C047,P008,W1,54,Freight,Delivered,1/18/2025,5,,0
O-01866,1/11/2025,C059,P004,W3,87,Air,In Transit,,,,0
O-01867,1/15/2025,C034,P015,W1,23,Freight,In Transit,,,,0
O-01868,1/14/2025,C059,P006,W3,48,Ground,Delivered,1/18/2025,4,,0
O-01869,1/28/2025,C063,P013,W1,30,Freight,Pending,,,,0
O-01870,1/29/2025,C096,P009,W2,90,Air,In Transit,,,,0
O-01871,3/2/2025,C053,P012,W1,76,Freight,Delivered,3/5/2025,3,,0
O-01872,3/7/2025,C066,P015,W3,77,Air,In Transit,,,,0
O-01873,1/8/2025,C040,P006,W2,37,Freight,Delivered,1/15/2025,7,,0
O-01874,5/23/2025,C066,P007,W1,9,Air,Delivered,5/26/2025,3,,0
O-01875,6/23/2025,C007,P009,W3,8,Air,In Transit,,,,0
O-01876,5/14/2025,C088,P014,W3,38,Ground,Pending,,,,0
O-01877,4/30/2025,C091,P003,W2,1,Air,In Transit,,,,0
O-01878,4/26/2025,C003,P001,W3,78,Air,In Transit,,,,0
O-01879,4/21/2025,C057,P012,W1,42,Freight,Delivered,4/24/2025,3,,0
O-01880,5/18/2025,C011,P012,W2,23,Air,In Transit,,,,0
O-01881,5/17/2025,C058,P012,W3,79,Ground,In Transit,,,,0
O-01882,6/15/2025,C039,P002,W1,17,Air,Pending,,,,0
O-01883,6/29/2025,C092,P015,W2,17,Freight,Delivered,7/4/2025,5,,0
O-01884,2/4/2025,C053,P001,W1,47,Ground,In Transit,,,,0
O-01885,6/28/2025,C100,P001,W2,41,Ground,In Transit,,,,0
O-01886,1/31/2025,C061,P005,W1,22,Ground,Pending,,,,0
O-01887,5/1/2025,C031,P012,W3,32,Ground,In Transit,,,,0
O-01888,3/31/2025,C020,P004,W1,65,Ground,Pending,,,,0
O-01889,5/17/2025,C095,P007,W3,42,Air,In Transit,,,,0
O-01890,1/16/2025,C070,P009,W2,71,Ground,Delivered,1/21/2025,5,,0
O-01891,2/6/2025,C015,P006,W2,38,Air,Pending,,,,0
O-01892,6/28/2025,C031,P008,W2,51,Air,In Transit,,,,0
O-01893,3/6/2025,C023,P008,W3,81,Air,Pending,,,,0
O-01894,5/6/2025,C007,P007,W2,60,Ground,In Transit,,,,0
O-01895,4/7/2025,C089,P014,W2,21,Air,Pending,,,,0
O-01896,4/17/2025,C005,P011,W3,73,Air,Delivered,4/23/2025,6,,0
O-01897,4/25/2025,C007,P012,W3,74,Freight,Delivered,4/29/2025,4,,0
O-01898,5/11/2025,C060,P013,W2,41,Ground,Delivered,5/18/2025,7,,0
O-01899,1/17/2025,C097,P012,W1,63,Freight,Pending,,,,0
O-01900,3/19/2025,C098,P009,W2,16,Ground,Pending,,,,0
O-01901,4/16/2025,C023,P007,W2,56,Ground,Delivered,4/20/2025,4,,0
O-01902,1/4/2025,C055,P011,W2,93,Air,In Transit,,,,0
O-01903,5/17/2025,C016,P006,W3,25,Ground,In Transit,,,,0
O-01904,1/24/2025,C012,P006,W1,53,Ground,In Transit,,,,0
O-01905,4/6/2025,C021,P011,W3,77,Air,In Transit,,,,0
O-01906,1/31/2025,C033,P003,W1,84,Ground,Pending,,,,0
O-01907,4/24/2025,C002,P001,W1,10,Freight,Delivered,4/28/2025,4,,0
O-01908,4/10/2025,C032,P015,W3,63,Air,Pending,,,,0
O-01909,2/10/2025,C031,P005,W2,55,Air,In Transit,,,,0
O-01910,3/28/2025,C004,P003,W2,6,Freight,Delivered,4/1/2025,4,,0
O-01911,2/24/2025,C030,P005,W3,18,Air,Delivered,2/26/2025,2,,0
O-01912,3/5/2025,C027,P014,W1,12,Ground,Pending,,,,0
O-01913,1/29/2025,C039,P002,W2,63,Ground,In Transit,,,,0
O-01914,6/12/2025,C080,P001,W3,18,Freight,Delivered,6/17/2025,5,,0
O-01915,1/10/2025,C023,P014,W2,38,Freight,Pending,,,,0
O-01916,5/22/2025,C023,P005,W3,29,Freight,In Transit,,,,0
O-01917,2/25/2025,C027,P015,W1,76,Freight,Delivered,3/1/2025,4,,0
O-01918,3/15/2025,C058,P011,W1,39,Freight,Delivered,3/19/2025,4,,0
O-01919,3/29/2025,C035,P010,W1,100,Ground,In Transit,,,,0
O-01920,3/18/2025,C096,P005,W1,71,Freight,Delivered,3/24/2025,6,,0
O-01921,5/14/2025,C073,P013,W2,87,Ground,In Transit,,,,0
O-01922,6/30/2025,C040,P012,W3,88,Freight,Pending,,,,0
O-01923,2/7/2025,C089,P015,W2,33,Air,In Transit,,,,0
O-01924,3/17/2025,C064,P006,W1,31,Air,Pending,,,,0
O-01925,2/27/2025,C012,P015,W3,53,Ground,Delivered,3/5/2025,6,,0
O-01926,3/25/2025,C043,P007,W3,44,Air,In Transit,,,,0
O-01927,1/18/2025,C079,P010,W2,52,Ground,Pending,,,,0
O-01928,2/28/2025,C056,P011,W3,57,Freight,Delivered,3/7/2025,7,,0
O-01929,3/27/2025,C063,P007,W1,39,Freight,In Transit,,,,0
O-01930,3/23/2025,C030,P011,W3,91,Air,Delivered,3/29/2025,6,,0
O-01931,4/2/2025,C048,P008,W2,81,Ground,Delivered,4/7/2025,5,,0
O-01932,5/10/2025,C073,P011,W3,90,Ground,In Transit,,,,0
O-01933,5/17/2025,C088,P006,W1,18,Ground,Delivered,5/23/2025,6,,0
O-01934,3/16/2025,C077,P001,W1,51,Ground,In Transit,,,,0
O-01935,6/7/2025,C035,P010,W2,65,Freight,Pending,,,,0
O-01936,5/27/2025,C071,P007,W3,12,Air,Pending,,,,0
O-01937,2/5/2025,C011,P015,W3,42,Ground,Delivered,2/10/2025,5,,0
O-01938,1/28/2025,C054,P006,W3,86,Air,In Transit,,,,0
O-01939,3/29/2025,C099,P009,W2,21,Ground,In Transit,,,,0
O-01940,6/2/2025,C078,P005,W1,38,Air,Pending,,,,0
O-01941,4/29/2025,C075,P001,W1,36,Ground,Delivered,5/2/2025,3,,0
O-01942,3/22/2025,C043,P012,W2,14,Air,In Transit,,,,0
O-01943,2/8/2025,C096,P005,W1,80,Air,In Transit,,,,0
O-01944,5/18/2025,C061,P008,W3,24,Ground,In Transit,,,,0
O-01945,6/6/2025,C057,P008,W1,93,Air,Delivered,6/12/2025,6,,0
O-01946,1/28/2025,C077,P012,W3,34,Ground,Delivered,2/3/2025,6,,0
O-01947,1/14/2025,C013,P005,W3,90,Freight,Delivered,1/18/2025,4,,0
O-01948,4/20/2025,C005,P015,W1,56,Freight,In Transit,,,,0
O-01949,3/21/2025,C042,P008,W3,96,Freight,In Transit,,,,0
O-01950,2/28/2025,C059,P008,W1,54,Ground,Pending,,,,0
O-01951,4/4/2025,C047,P003,W1,28,Ground,Pending,,,,0
O-01952,1/8/2025,C070,P015,W1,55,Freight,Pending,,,,0
O-01953,6/13/2025,C095,P001,W1,78,Ground,Pending,,,,0
O-01954,2/2/2025,C057,P014,W1,40,Freight,Pending,,,,0
O-01955,1/11/2025,C032,P003,W2,74,Ground,Delivered,1/16/2025,5,,0
O-01956,3/27/2025,C004,P005,W3,91,Freight,Delivered,3/30/2025,3,,0
O-01957,2/6/2025,C071,P001,W3,72,Freight,In Transit,,,,0
O-01958,5/15/2025,C078,P015,W2,70,Air,In Transit,,,,0
O-01959,3/1/2025,C048,P003,W3,81,Freight,Delivered,3/8/2025,7,,0
O-01960,5/15/2025,C002,P001,W2,58,Ground,Delivered,5/21/2025,6,,0
O-01961,1/6/2025,C093,P013,W3,17,Freight,In Transit,,,,0
O-01962,1/5/2025,C090,P014,W3,46,Air,In Transit,,,,0
O-01963,1/15/2025,C043,P010,W3,11,Freight,Delivered,1/18/2025,3,,0
O-01964,5/10/2025,C031,P013,W2,63,Air,Delivered,5/12/2025,2,,0
O-01965,1/12/2025,C092,P014,W2,6,Freight,Pending,,,,0
O-01966,5/17/2025,C031,P009,W2,35,Air,Delivered,5/21/2025,4,,0
O-01967,1/6/2025,C057,P015,W2,49,Ground,Pending,,,,0
O-01968,5/22/2025,C042,P007,W2,61,Freight,Delivered,5/27/2025,5,,0
O-01969,5/27/2025,C038,P006,W1,79,Ground,Delivered,6/1/2025,5,,0
O-01970,5/13/2025,C075,P005,W1,85,Freight,In Transit,,,,0
O-01971,5/21/2025,C026,P002,W3,64,Air,Delivered,5/23/2025,2,,0
O-01972,3/23/2025,C019,P004,W2,51,Freight,Delivered,3/28/2025,5,,0
O-01973,4/5/2025,C009,P001,W1,30,Freight,In Transit,,,,0
O-01974,5/29/2025,C040,P009,W2,29,Freight,Delivered,6/3/2025,5,,0
O-01975,5/31/2025,C084,P007,W1,68,Ground,In Transit,,,,0
O-01976,2/7/2025,C066,P011,W1,34,Air,Delivered,2/12/2025,5,,0
O-01977,4/3/2025,C017,P012,W2,73,Ground,Pending,,,,0
O-01978,3/6/2025,C006,P010,W3,1,Air,Pending,,,,0
O-01979,3/14/2025,C096,P002,W3,10,Ground,Delivered,3/19/2025,5,,0
O-01980,6/20/2025,C091,P002,W1,29,Ground,Delivered,6/25/2025,5,,0
O-01981,4/15/2025,C058,P012,W3,91,Air,In Transit,,,,0
O-01982,6/28/2025,C071,P006,W3,84,Freight,In Transit,,,,0
O-01983,5/8/2025,C060,P001,W3,42,Ground,Pending,,,,0
O-01984,2/10/2025,C010,P012,W1,70,Ground,Pending,,,,0
O-01985,2/2/2025,C035,P007,W2,91,Freight,Delivered,2/5/2025,3,,0
O-01986,5/19/2025,C092,P002,W1,72,Ground,In Transit,,,,0
O-01987,1/22/2025,C027,P013,W1,22,Ground,Pending,,,,0
O-01988,4/29/2025,C062,P006,W1,55,Freight,Delivered,5/1/2025,2,,0
O-01989,1/24/2025,C072,P005,W3,46,Freight,In Transit,,,,0
O-01990,2/4/2025,C090,P007,W1,31,Freight,Delivered,2/11/2025,7,,0
O-01991,3/10/2025,C015,P007,W3,22,Freight,Delivered,3/13/2025,3,,0
O-01992,5/19/2025,C065,P001,W2,90,Ground,In Transit,,,,0
O-01993,3/22/2025,C057,P014,W3,72,Air,Pending,,,,0
O-01994,2/22/2025,C052,P004,W2,63,Air,Pending,,,,0
O-01995,5/7/2025,C055,P007,W3,20,Air,In Transit,,,,0
O-01996,4/8/2025,C082,P001,W3,94,Ground,Pending,,,,0
O-01997,1/9/2025,C036,P011,W3,36,Air,Pending,,,,0
O-01998,5/2/2025,C082,P004,W1,75,Freight,In Transit,,,,0
O-01999,6/11/2025,C080,P008,W1,49,Air,Delivered,6/15/2025,4,,0
O-02000,5/14/2025,C044,P003,W1,39,Freight,Pending,,,,0
